timestamp,memory_available_kb,memory_free_kb,memory_used_kb,swap_used_kb,swap_total_kb,page_faults_per_sec,swap_in_per_sec,swap_out_per_sec,cpu_usage_percent,disk_read_bytes_per_sec,disk_write_bytes_per_sec,psi_some_avg10,psi_some_avg60,psi_full_avg10,psi_full_avg60,experiment,pressure_next_5s
2026-09-15 09:22:48.174,1440892,1375584,2569720,0,2097152,12758.47,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:49.185,1440892,1375584,2569720,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:50.200,1392508,1327200,2618104,0,2097152,12610.34,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:51.203,1392508,1327200,2618104,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:52.211,1384516,1319208,2626096,0,2097152,1512.16,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:53.215,1344124,1278816,2666488,0,2097152,11225.61,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:54.218,1344124,1278816,2666488,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:55.237,1287676,1222368,2722936,0,2097152,12567.4,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:56.253,1287676,1222368,2722936,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:57.264,1239292,1173984,2771320,0,2097152,12659.27,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:58.270,1239292,1173984,2771320,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:22:59.281,1170488,1105168,2840124,0,2097152,15990.81,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:00.283,1170488,1105168,2840124,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:01.287,1122356,1057036,2888256,0,2097152,12748.53,0.0,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:02.290,1122356,1057036,2888256,0,2097152,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:03.310,1074224,1008904,2936388,0,2097152,12556.49,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:04.327,1074224,1008904,2936388,0,2097152,0.0,0.0,0.0,0.25,0.0,32204.9,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:05.369,1025848,960520,2984764,0,2097152,12292.59,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:06.413,1025388,960060,2985224,0,2097152,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:07.423,968928,903712,3041684,0,2097152,12673.61,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:08.432,969104,903712,3041508,0,2097152,183.3,0.0,0.0,0.74,64932.84,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:09.446,921728,856336,3088884,0,2097152,12632.18,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:10.496,921728,856336,3088884,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:11.531,921728,856336,3088884,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:12.564,921728,856336,3088884,0,2097152,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:13.211,922848,857448,3087764,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:13.596,921736,856336,3088876,0,2097152,0.0,0.0,0.0,0.0,0.0,59547.8,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:14.215,927300,861900,3083312,0,2097152,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:14.654,921736,856336,3088876,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:15.267,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.24,0.0,35023.41,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:16.294,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:17.355,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:18.372,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:19.375,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,20409.14,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:20.379,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:21.385,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:22.397,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:23.404,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:24.426,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:25.439,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:26.448,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:27.453,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:28.459,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:29.535,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:30.560,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:31.588,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:32.595,927980,862580,3082632,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:33.614,928228,862932,3082384,0,2097152,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:34.618,928228,862932,3082384,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:35.637,928100,862804,3082512,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:36.645,928228,862932,3082384,0,2097152,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:37.683,928228,862932,3082384,0,2097152,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:38.688,1182344,1117048,2828268,0,2097152,1.99,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:39.714,3493068,3427772,517544,0,2097152,51.66,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:40.744,3362092,3296796,648520,0,2097152,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:41.766,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:42.805,3362092,3296796,648520,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:43.290,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:43.815,3493164,3427868,517448,0,2097152,0.99,0.0,0.0,0.5,0.0,44633.8,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:44.327,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:44.823,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:45.343,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
2026-09-15 09:23:46.379,3493164,3427868,517448,0,2097152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,test_1,0
